title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems
Kamala Harris appears on Saturday Night Live promising to ‘end the drama-la’ in politics,"Nandita Bose, James Oliphant",The Irish Times,US election: Harris and Trump hold duelling events in North Carolina days before election showdown,"Democratic presidential candidate Kamala Harris appeared on the Saturday Night Live (SNL) TV comedy show on Saturday, adding a surprise jolt to the US presidential election just three days before her… [+3026 chars]",2024-11-03,https://www.irishtimes.com/world/us/2024/11/03/kamala-harris-appears-on-saturday-night-live-promising-to-end-the-drama-la-in-politics/,https://www.irishtimes.com/resizer/v2/F26NUAAGP5HENDV6MBDLL7JN3E.jpg?smart=true&auth=2ba9a05bed58a7f84b9cf2976686fc5c81fd3057b106ca12cf7cc9fad8c6b313&width=1200&height=630,kamala harris appears on saturday night live promising to end the drama la in politics democratic presidential candidate kamala harris appeared on the saturday night live snl tv comedy show on saturday adding a surprise jolt to the us presidential election just three days before her  chars,"['kamala', 'harris', 'appears', 'saturday', 'night', 'live', 'promising', 'end', 'drama', 'la', 'politics', 'democratic', 'presidential', 'candidate', 'kamala', 'harris', 'appeared', 'saturday', 'night', 'live', 'snl', 'tv', 'comedy', 'show', 'saturday', 'adding', 'surprise', 'jolt', 'us', 'presidential', 'election', 'three', 'days', 'chars']",kamala harris appears saturday night live promising end drama la politics democratic presidential candidate kamala harris appeared saturday night live snl tv comedy show saturday adding surprise jolt u presidential election three day char
‘Welcome to life’: Arizona constable responsible for evictions attempts to practice justice and mercy,Steven Carroll,The Irish Times,"US election context: Amid a stark housing crisis, about 7,000 eviction orders are served every month in Maricopa County - affecting all kinds of people","With a folder of legal documents under his arm and a baton, handcuffs, taser and handgun on his belt, Constable Scott Blake is ready to leave the Surprise Civic Center near Phoenix, Arizona to take o… [+11816 chars]",2024-11-03,https://www.irishtimes.com/world/us/2024/11/02/welcome-to-life-arizona-constable-responsible-for-evictions-attempts-to-practice-justice-and-mercy/,https://www.irishtimes.com/resizer/v2/N4RAX6UC5ND43PKHRM3SPQUSKA.jpg?smart=true&auth=a29c5a8df318062790db1ccbb29939c7e0e3625d42ad1f98edf2cac7beb888f4&width=1200&height=630,welcome to life arizona constable responsible for evictions attempts to practice justice and mercy with a folder of legal documents under his arm and a baton handcuffs taser and handgun on his belt constable scott blake is ready to leave the surprise civic center near phoenix arizona to take o  chars,"['welcome', 'life', 'arizona', 'constable', 'responsible', 'evictions', 'attempts', 'practice', 'justice', 'mercy', 'folder', 'legal', 'documents', 'arm', 'baton', 'handcuffs', 'taser', 'handgun', 'belt', 'constable', 'scott', 'blake', 'ready', 'leave', 'surprise', 'civic', 'center', 'near', 'phoenix', 'arizona', 'take', 'chars']",welcome life arizona constable responsible eviction attempt practice justice mercy folder legal document arm baton handcuff taser handgun belt constable scott blake ready leave surprise civic center near phoenix arizona take char
‘I have to choose between love or moving abroad alone for my career – what’s the right call?’,Roe McDermott,The Irish Times,Ask Roe: ‘I’m worried about making the wrong decision and regretting it’,"Dear Roe,
I hope you can give me some guidance even if I keep some details vague to protect my privacy. Im in my early thirties and this year I met my partner, who is wonderful. They make me very ha… [+7152 chars]",2024-11-03,https://www.irishtimes.com/health/your-wellness/2024/11/03/i-have-to-choose-between-love-or-moving-abroad-alone-for-my-career-whats-the-right-call/,https://www.irishtimes.com/resizer/v2/GMBQMOA64FBAJDLIGRTMJLUB5I.jpg?smart=true&auth=deb7e3f3da8a1014a6f5a599ad9b07a5624949586e47654328c17ae08820ab15&width=1200&height=630,i have to choose between love or moving abroad alone for my career what s the right call dear roe i hope you can give me some guidance even if i keep some details vague to protect my privacy im in my early thirties and this year i met my partner who is wonderful they make me very ha  chars,"['choose', 'love', 'moving', 'abroad', 'alone', 'career', 'right', 'call', 'dear', 'roe', 'hope', 'give', 'guidance', 'even', 'keep', 'details', 'vague', 'protect', 'privacy', 'im', 'early', 'thirties', 'year', 'met', 'partner', 'wonderful', 'make', 'ha', 'chars']",choose love moving abroad alone career right call dear roe hope give guidance even keep detail vague protect privacy im early thirty year met partner wonderful make ha char
Chapter One chef Mickael Viljanen: ‘I was meant to stay in Ireland for a year and that’s 24 years ago’,Madeleine Lyons,The Irish Times,"Finnish chef Mickael Viljanen has pioneered fine dining in Ireland since the noughties. He talks Michelin stars, short-sighted government and carvery lunch","Mickael Viljanen has been in Ireland for 24 years. Having met his wife and had four children here, there is even a distinct trace of a soft midlands accent as we chat over coffee in his restaurant on… [+11612 chars]",2024-11-03,https://www.irishtimes.com/food/restaurants/2024/11/03/chapter-one-chef-mickael-viljanen-i-was-meant-to-stay-in-ireland-for-a-year-and-thats-24-years-ago/,https://www.irishtimes.com/resizer/v2/QNR45JYXSRFL5AS27YVMOTC7SE.JPG?smart=true&auth=bb8f17e5d1a3a82f25d5f33afbeedf8b0b658e82c686562aac9b500f8773af26&width=1200&height=630,chapter one chef mickael viljanen i was meant to stay in ireland for a year and that s  years ago mickael viljanen has been in ireland for  years having met his wife and had four children here there is even a distinct trace of a soft midlands accent as we chat over coffee in his restaurant on  chars,"['chapter', 'one', 'chef', 'mickael', 'viljanen', 'meant', 'stay', 'ireland', 'year', 'years', 'ago', 'mickael', 'viljanen', 'ireland', 'years', 'met', 'wife', 'four', 'children', 'even', 'distinct', 'trace', 'soft', 'midlands', 'accent', 'chat', 'coffee', 'restaurant', 'chars']",chapter one chef mickael viljanen meant stay ireland year year ago mickael viljanen ireland year met wife four child even distinct trace soft midland accent chat coffee restaurant char
Matt Williams: New Zealand are suffering an existential crisis of identity,Matt Williams,The Irish Times,All Blacks face favourites Ireland in Dublin knowing their era of global dominance is over,"When Ireland take on New Zealand at the Aviva next Friday it will be like the battle between two heavyweight world championship contenders, fighting it out to see who is number two on the planet, bec… [+5822 chars]",2024-11-03,https://www.irishtimes.com/sport/rugby/2024/11/02/matt-williams-new-zealand-are-suffering-an-existential-crisis-of-identity/,https://www.irishtimes.com/resizer/v2/M6A6I5Z5FNDIPD2OAOJ2RG4XUQ.jpg?smart=true&auth=a4de0d919200d3b7b61a4867e347954811b43a05557b10e04600db55423f7978&width=1200&height=630,matt williams new zealand are suffering an existential crisis of identity when ireland take on new zealand at the aviva next friday it will be like the battle between two heavyweight world championship contenders fighting it out to see who is number two on the planet bec  chars,"['matt', 'williams', 'new', 'zealand', 'suffering', 'existential', 'crisis', 'identity', 'ireland', 'take', 'new', 'zealand', 'aviva', 'next', 'friday', 'like', 'battle', 'two', 'heavyweight', 'world', 'championship', 'contenders', 'fighting', 'see', 'number', 'two', 'planet', 'bec', 'chars']",matt williams new zealand suffering existential crisis identity ireland take new zealand aviva next friday like battle two heavyweight world championship contender fighting see number two planet bec char
Irish geneticist’s software aims to keep harmful effects of throroughbred inbreeding in check,Barry J Whyte,The Irish Times,Equine researcher says relentless search to exploit fastest horses’ qualities has led to potentially damaging narrowing of gene pool,"When Thomas Darley first saw one of the horses that would change racing completely, he was struck by the animals sheer beauty.
Darley first encountered the horse originally named Ras el Fedowi, or T… [+8091 chars]",2024-11-03,https://www.irishtimes.com/sport/racing/2024/10/26/irish-geneticist-sets-out-her-stall-for-keeping-harmful-effects-of-inbreeding-on-thoroughbreds-in-check/,https://www.irishtimes.com/resizer/v2/XLTS477WFJFCTKOGKOHSHCHQE4.jpg?smart=true&auth=98d271e5b8e8b0abb8b91cfad7363877b2c639f893025347c7912f547ba01c82&width=1200&height=630,irish geneticist s software aims to keep harmful effects of throroughbred inbreeding in check when thomas darley first saw one of the horses that would change racing completely he was struck by the animals sheer beauty darley first encountered the horse originally named ras el fedowi or t  chars,"['irish', 'geneticist', 'software', 'aims', 'keep', 'harmful', 'effects', 'throroughbred', 'inbreeding', 'check', 'thomas', 'darley', 'first', 'saw', 'one', 'horses', 'would', 'change', 'racing', 'completely', 'struck', 'animals', 'sheer', 'beauty', 'darley', 'first', 'encountered', 'horse', 'originally', 'named', 'ras', 'el', 'fedowi', 'chars']",irish geneticist software aim keep harmful effect throroughbred inbreeding check thomas darley first saw one horse would change racing completely struck animal sheer beauty darley first encountered horse originally named ra el fedowi char
Top cops use Dublin Marathon as a dry run for Garda commissioner job,Colin Coyle,The Irish Times,Plus: Love/Hate duo making a fact-based Dublin crime film; secrecy around Micheál Martin’s meeting with Apple; and Robert Troy’s support for Michael O’Leary’s slurry,"Among the runners and riders tipped to replace Drew Harris as Garda Commissioner are a couple of decent runners, it turns out. Last weekends Dublin Marathon was a good PR exercise for Irelands finest… [+5857 chars]",2024-11-03,https://www.irishtimes.com/ireland/2024/11/03/overheard-top-cops-use-dublin-marathon-as-a-dry-run-for-garda-commissioner-job/,https://www.irishtimes.com/resizer/v2/JNIZSX3NY5GWHFS4AGKPYGN6YI.JPG?smart=true&auth=df186ec07786e66636174c6bd43e8f3498f8f425771ab0069759598122baec39&width=1200&height=630,top cops use dublin marathon as a dry run for garda commissioner job among the runners and riders tipped to replace drew harris as garda commissioner are a couple of decent runners it turns out last weekends dublin marathon was a good pr exercise for irelands finest  chars,"['top', 'cops', 'use', 'dublin', 'marathon', 'dry', 'run', 'garda', 'commissioner', 'job', 'among', 'runners', 'riders', 'tipped', 'replace', 'drew', 'harris', 'garda', 'commissioner', 'couple', 'decent', 'runners', 'turns', 'last', 'weekends', 'dublin', 'marathon', 'good', 'pr', 'exercise', 'irelands', 'finest', 'chars']",top cop use dublin marathon dry run garda commissioner job among runner rider tipped replace drew harris garda commissioner couple decent runner turn last weekend dublin marathon good pr exercise ireland finest char
Funds industry needs to discover the power of plain speaking,Richard Cantillon,The Irish Times,Consumers are losing out under current regime but most are not even aware of that,"The funds industry in Ireland feels put upon, but a quick glimpse at a recent report on the sector suggests that at least part of the problem is of its own making.
The report Funds Sector 2030 A Fra… [+2368 chars]",2024-11-03,https://www.irishtimes.com/your-money/2024/11/03/funds-industry-needs-to-discover-the-power-of-plain-speaking/,https://www.irishtimes.com/resizer/v2/ZPXJB6DHTJAEHANGP4ERIFVT7Y.jpg?smart=true&auth=fea62931c3b5bf52857d43dad6c3bda01896f6ff7fbdd942c46b74e034587991&width=1200&height=630,funds industry needs to discover the power of plain speaking the funds industry in ireland feels put upon but a quick glimpse at a recent report on the sector suggests that at least part of the problem is of its own making the report funds sector  a fra  chars,"['funds', 'industry', 'needs', 'discover', 'power', 'plain', 'speaking', 'funds', 'industry', 'ireland', 'feels', 'put', 'upon', 'quick', 'glimpse', 'recent', 'report', 'sector', 'suggests', 'least', 'part', 'problem', 'making', 'report', 'funds', 'sector', 'fra', 'chars']",fund industry need discover power plain speaking fund industry ireland feel put upon quick glimpse recent report sector suggests least part problem making report fund sector fra char
Corporate giants back down as Donald Trump election win in prospect,Proinsias O'Mahony,The Irish Times,"This US election, compliance risks becoming a calculated bet on the rise of authoritarianism","Corporate leaders are increasingly prepared to bow the knee under a second Donald Trump presidency.
Last weeks Stocktake column noted billionaires are wary of upsetting Trump, as indicated by Warren… [+1539 chars]",2024-11-03,https://www.irishtimes.com/your-money/2024/11/03/corporate-giants-back-down-as-donald-trump-election-win-in-prospect/,https://www.irishtimes.com/resizer/v2/H2BEO2RNBSJV6A4FCCZTLUTQF4.jpg?smart=true&auth=c2875c8eafa4c6f0d3a55dfc3490458d4dcb98b4862827365cb85d2e7e4282d8&width=1200&height=630,corporate giants back down as donald trump election win in prospect corporate leaders are increasingly prepared to bow the knee under a second donald trump presidency last weeks stocktake column noted billionaires are wary of upsetting trump as indicated by warren  chars,"['corporate', 'giants', 'back', 'donald', 'trump', 'election', 'win', 'prospect', 'corporate', 'leaders', 'increasingly', 'prepared', 'bow', 'knee', 'second', 'donald', 'trump', 'presidency', 'last', 'weeks', 'stocktake', 'column', 'noted', 'billionaires', 'wary', 'upsetting', 'trump', 'indicated', 'warren', 'chars']",corporate giant back donald trump election win prospect corporate leader increasingly prepared bow knee second donald trump presidency last week stocktake column noted billionaire wary upsetting trump indicated warren char
"Standing in the Donegal rain, sunny Malta sounded appealing",Olive Keogh,The Irish Times,"Solicitor Fiona Healy cites the lower cost of living, the international focus and the ease of doing business as reasons why she loves living on the Mediterranean island",Castlebar-born solicitor Fiona Healy was standing in Letterkenny bus station on her way home from a funeral in November 2010. It was a miserable winters evening and the rain was pouring down when her… [+5168 chars],2024-11-03,https://www.irishtimes.com/business/work/2024/11/03/standing-in-the-donegal-rain-sunny-malta-sounded-appealing/,https://www.irishtimes.com/resizer/v2/YEJRWDMSUVDUTGZCCTQHZPEY3E.jpg?smart=true&auth=fe1cecfb8d42f27227976a831d965cf44402ac814c6b46878b1f657a4807eca7&width=1200&height=630,standing in the donegal rain sunny malta sounded appealing castlebar born solicitor fiona healy was standing in letterkenny bus station on her way home from a funeral in november  it was a miserable winters evening and the rain was pouring down when her  chars,"['standing', 'donegal', 'rain', 'sunny', 'malta', 'sounded', 'appealing', 'castlebar', 'born', 'solicitor', 'fiona', 'healy', 'standing', 'letterkenny', 'bus', 'station', 'way', 'home', 'funeral', 'november', 'miserable', 'winters', 'evening', 'rain', 'pouring', 'chars']",standing donegal rain sunny malta sounded appealing castlebar born solicitor fiona healy standing letterkenny bus station way home funeral november miserable winter evening rain pouring char
"Women are a problem for the Catholic Church, an institution with ingrained misogyny",Soline Humbert,The Irish Times,Rite and Reason: Papal plámás is no substitute for an end to discrimination against women,"The Catholic Church is bedevilled by sex ... the female sex. Church men, who claim a privileged insight into the mind of God, earnestly agonise over what women can be and do. Mostly, what they cant b… [+4874 chars]",2024-11-03,https://www.irishtimes.com/opinion/2024/11/03/women-are-a-problem-for-the-catholic-church-an-institution-with-ingrained-misogyny/,https://www.irishtimes.com/resizer/v2/YWCJVPGLXVCORKP3TKGH2Y2AJE.jpg?smart=true&auth=4535d6cca32e1177fe05cc0c25e89c030b966949fe38fedc5e5f828ed6c157c8&width=1200&height=630,women are a problem for the catholic church an institution with ingrained misogyny the catholic church is bedevilled by sex the female sex church men who claim a privileged insight into the mind of god earnestly agonise over what women can be and do mostly what they cant b  chars,"['women', 'problem', 'catholic', 'church', 'institution', 'ingrained', 'misogyny', 'catholic', 'church', 'bedevilled', 'sex', 'female', 'sex', 'church', 'men', 'claim', 'privileged', 'insight', 'mind', 'god', 'earnestly', 'agonise', 'women', 'mostly', 'cant', 'b', 'chars']",woman problem catholic church institution ingrained misogyny catholic church bedevilled sex female sex church men claim privileged insight mind god earnestly agonise woman mostly cant b char
"How you should dress, eat, sleep: We live in the age of peak advice that nobody wants",Rachel Connolly,The Irish Times,There are endless books and apps and influencers whose entire purpose is to tell you how to live. The phrase 'the blind leading the blind' comes to mind,I hate being asked for advice. I typed that and then I typed: I am very bad at it. But actually I dont think that is true. When anyone asks me for advice I just tell them what I would do in the situa… [+5890 chars],2024-11-03,https://www.irishtimes.com/opinion/2024/11/02/we-live-in-the-age-of-peak-advice-but-theres-one-kind-ill-never-give-again/,https://www.irishtimes.com/resizer/v2/E62OF3K7O5BJFCH33TX7TKWNTQ.jpg?smart=true&auth=010608a40314ce024e9fc9035a32081dc5c4e420bf72b450455313df4909daa7&width=1200&height=630,how you should dress eat sleep we live in the age of peak advice that nobody wants i hate being asked for advice i typed that and then i typed i am very bad at it but actually i dont think that is true when anyone asks me for advice i just tell them what i would do in the situa  chars,"['dress', 'eat', 'sleep', 'live', 'age', 'peak', 'advice', 'nobody', 'wants', 'hate', 'asked', 'advice', 'typed', 'typed', 'bad', 'actually', 'dont', 'think', 'true', 'anyone', 'asks', 'advice', 'tell', 'would', 'situa', 'chars']",dress eat sleep live age peak advice nobody want hate asked advice typed typed bad actually dont think true anyone asks advice tell would situa char
Men are suffering a crisis of meaning. And some are finding answers in orthodox religion,Breda O'Brien,The Irish Times,"While being young and female is still no picnic, young men are struggling in multiple ways","Decades ago, when I studied theology in college, the female-to-male ratio was about nine women to every man. I think I half-ironically took it as a rule of thumb that about nine times more women than… [+5016 chars]",2024-11-03,https://www.irishtimes.com/opinion/2024/11/03/men-are-suffering-a-crisis-of-meaning-and-some-are-finding-answers-in-orthodox-religion/,https://www.irishtimes.com/resizer/v2/I2EW4UVMM5QMPFWHRU7EVKENN4.jpg?smart=true&auth=549eb0fa6cf843209efa7e8ce74d546364ab2cffca8ead55d06304b2eb7aeda6&width=1200&height=630,men are suffering a crisis of meaning and some are finding answers in orthodox religion decades ago when i studied theology in college the female to male ratio was about nine women to every man i think i half ironically took it as a rule of thumb that about nine times more women than  chars,"['men', 'suffering', 'crisis', 'meaning', 'finding', 'answers', 'orthodox', 'religion', 'decades', 'ago', 'studied', 'theology', 'college', 'female', 'male', 'ratio', 'nine', 'women', 'every', 'man', 'think', 'half', 'ironically', 'took', 'rule', 'thumb', 'nine', 'times', 'women', 'chars']",men suffering crisis meaning finding answer orthodox religion decade ago studied theology college female male ratio nine woman every man think half ironically took rule thumb nine time woman char
Kamala Harris and Donald Trump’s flawed strategies explain why neither holds a clear lead,Daniel Geary,The Irish Times,Trump failed to rebrand after the assassination attempt. Harris remained a status quo candidate,"The polls for a presidential election have never been closer than they are this year. With less than a percentage point separating Kamala Harris and Donald Trump in key battleground states, this elec… [+7258 chars]",2024-11-03,https://www.irishtimes.com/opinion/2024/11/02/flawed-strategies-of-harris-and-trump-explain-why-neither-pulled-away-in-the-polls/,https://www.irishtimes.com/resizer/v2/EM6VJDQINVCEHMTYQGMQH6S6GY.jpg?smart=true&auth=bdf8247907911a5e677da9fcab50ad705bf56f41096633b02458103dd590c2ef&width=1200&height=630,kamala harris and donald trump s flawed strategies explain why neither holds a clear lead the polls for a presidential election have never been closer than they are this year with less than a percentage point separating kamala harris and donald trump in key battleground states this elec  chars,"['kamala', 'harris', 'donald', 'trump', 'flawed', 'strategies', 'explain', 'neither', 'holds', 'clear', 'lead', 'polls', 'presidential', 'election', 'never', 'closer', 'year', 'less', 'percentage', 'point', 'separating', 'kamala', 'harris', 'donald', 'trump', 'key', 'battleground', 'states', 'elec', 'chars']",kamala harris donald trump flawed strategy explain neither hold clear lead poll presidential election never closer year less percentage point separating kamala harris donald trump key battleground state elec char
Jamison Gibson-Park looking forward to another crack at the All Blacks,Daire Walsh,The Irish Times,"‘When you know people personally, it adds a little bit to the rivalry for sure’","It has become a regular occurrence since he made his Ireland debut in October 2020, but Jamison Gibson-Park still gets a great buzz from coming face-to-face with New Zealand in the Test arena.
Havin… [+3698 chars]",2024-11-03,https://www.irishtimes.com/sport/rugby/2024/11/03/jamison-gibson-park-looking-forward-to-another-crack-at-the-all-blacks/,https://www.irishtimes.com/resizer/v2/XRHIQ6ELUBL2CTWRKJTUVSMJWY.jpg?smart=true&auth=b46d1d2c728c1b849dd7e6dd5a4d62abeca846b30552b60812bc349ed2559f4a&width=1200&height=630,jamison gibson park looking forward to another crack at the all blacks it has become a regular occurrence since he made his ireland debut in october  but jamison gibson park still gets a great buzz from coming face to face with new zealand in the test arena havin  chars,"['jamison', 'gibson', 'park', 'looking', 'forward', 'another', 'crack', 'blacks', 'become', 'regular', 'occurrence', 'since', 'made', 'ireland', 'debut', 'october', 'jamison', 'gibson', 'park', 'still', 'gets', 'great', 'buzz', 'coming', 'face', 'face', 'new', 'zealand', 'test', 'arena', 'havin', 'chars']",jamison gibson park looking forward another crack black become regular occurrence since made ireland debut october jamison gibson park still get great buzz coming face face new zealand test arena havin char
‘We are living through the sixth extinction’: How contemporary Irish writers are pointedly addressing the climate crisis,Malcolm Sen,The Irish Times,"Poetry cannot change the world, Seamus Heaney once said. But he also went on to clarify that what poetry could do is to allow the world to be viewed afresh","In a majority of Irish novels, especially since the great meltdown of 2008, the climate crisis appears as a background hum, ominously underscoring mundane routines of daily life. That note was sounde… [+10407 chars]",2024-11-03,https://www.irishtimes.com/culture/books/2024/11/03/we-are-living-through-the-sixth-extinction-how-contemporary-irish-writers-are-pointedly-addressing-the-climate-crisis/,https://www.irishtimes.com/resizer/v2/EP5ZXRAN7RBVRCSRG7RAIFUO2Y.jpg?smart=true&auth=e950791ba9537336bab1d7eaf1930351e89ff87d0f55463b980baf2fc22a5cfb&width=1200&height=630,we are living through the sixth extinction how contemporary irish writers are pointedly addressing the climate crisis in a majority of irish novels especially since the great meltdown of  the climate crisis appears as a background hum ominously underscoring mundane routines of daily life that note was sounde  chars,"['living', 'sixth', 'extinction', 'contemporary', 'irish', 'writers', 'pointedly', 'addressing', 'climate', 'crisis', 'majority', 'irish', 'novels', 'especially', 'since', 'great', 'meltdown', 'climate', 'crisis', 'appears', 'background', 'hum', 'ominously', 'underscoring', 'mundane', 'routines', 'daily', 'life', 'note', 'sounde', 'chars']",living sixth extinction contemporary irish writer pointedly addressing climate crisis majority irish novel especially since great meltdown climate crisis appears background hum ominously underscoring mundane routine daily life note sounde char
"‘It’s a joke, you c**t’: Tony Hinchcliffe, Bernard Manning and the problem with trying to hide behind humour",Donald Clarke,The Irish Times,Comedian’s gag at Trump rally again showed that rendering an idea through a joke does not automatically inoculate the teller from responsibility for implied beliefs,"This again? Its a joke is, with one exception well get to, no defence against making a racist gag (or a sexist gag or a homophobic gag or whatever). Some loudmouth drops a supposed comic banger that … [+4692 chars]",2024-11-03,https://www.irishtimes.com/culture/2024/11/03/donald-clarke-its-a-joke-you-ct-tony-hinchcliffe-bernard-manning-and-the-problem-with-trying-to-hide-behind-humour/,https://www.irishtimes.com/resizer/v2/D5CGUNKSB2SNY4RKFTNQTEIRGU.jpg?smart=true&auth=e1b135c0fda3d67cf8f5d1c89c52f494c52d2f335eabf7a8fe66df3b422b6c5a&width=1200&height=630,it s a joke you c t tony hinchcliffe bernard manning and the problem with trying to hide behind humour this again its a joke is with one exception well get to no defence against making a racist gag or a sexist gag or a homophobic gag or whatever some loudmouth drops a supposed comic banger that  chars,"['joke', 'c', 'tony', 'hinchcliffe', 'bernard', 'manning', 'problem', 'trying', 'hide', 'behind', 'humour', 'joke', 'one', 'exception', 'well', 'get', 'defence', 'making', 'racist', 'gag', 'sexist', 'gag', 'homophobic', 'gag', 'whatever', 'loudmouth', 'drops', 'supposed', 'comic', 'banger', 'chars']",joke c tony hinchcliffe bernard manning problem trying hide behind humour joke one exception well get defence making racist gag sexist gag homophobic gag whatever loudmouth drop supposed comic banger char
"TV guide: the best new shows to watch, beginning tonight",Kevin Courtney,The Irish Times,From Eddie Redmayne in The Day of the Jackal to Saoirse Ronan reading the poetry of Christy Brown,"Pick of the Week
The Day of the Jackal
Thursday, Sky Atlantic &amp; Now, 9pm
The classic Frederick Forsyth novel has already been adapted into an acclaimed 1973 film starring Edward Fox and a half… [+9017 chars]",2024-11-03,https://www.irishtimes.com/culture/tv-radio/2024/11/03/tv-guide-the-best-new-shows-to-watch-beginning-tonight/,https://www.irishtimes.com/resizer/v2/ODYSGJZXJZHJPGAGJZIG5MUVK4.jpg?smart=true&auth=6f7533a1855619916f48a96d6a06fa1ff4f3224565de198b941d3f5211fd43bf&width=1200&height=630,tv guide the best new shows to watch beginning tonight pick of the week the day of the jackal thursday sky atlantic amp now pm the classic frederick forsyth novel has already been adapted into an acclaimed  film starring edward fox and a half  chars,"['tv', 'guide', 'best', 'new', 'shows', 'watch', 'beginning', 'tonight', 'pick', 'week', 'day', 'jackal', 'thursday', 'sky', 'atlantic', 'amp', 'pm', 'classic', 'frederick', 'forsyth', 'novel', 'already', 'adapted', 'acclaimed', 'film', 'starring', 'edward', 'fox', 'half', 'chars']",tv guide best new show watch beginning tonight pick week day jackal thursday sky atlantic amp pm classic frederick forsyth novel already adapted acclaimed film starring edward fox half char
"Crime fiction: John Banville’s Strafford and Quirke return, though lesser characters almost steal the show",Elizabeth Mannion and Brian Cliff,The Irish Times,"New from John Banville, Yasmin Angoe, Jean Hanff Korelitz and Will Dean, plus some seasonal Hanukkah noir","Yasmin Angoes Not What She Seems (Thomas &amp; Mercer, £8.99) is a mystery driven by regret and revenge. It opens with Montavious Brodie, former police detective in the small South Carolina town of B… [+7530 chars]",2024-11-03,https://www.irishtimes.com/culture/books/review/2024/11/03/crime-fiction-banvilles-strafford-and-quirke-return-though-lesser-characters-almost-steal-the-show/,https://www.irishtimes.com/resizer/v2/APE6L4XZAVDW3ABOF3BWUY2WYE.jpg?smart=true&auth=b7b39f59f4256af9866f70b403ddaabfa8424d97864900fea40bf8387a5942bf&width=1200&height=630,crime fiction john banville s strafford and quirke return though lesser characters almost steal the show yasmin angoes not what she seems thomas amp mercer   is a mystery driven by regret and revenge it opens with montavious brodie former police detective in the small south carolina town of b  chars,"['crime', 'fiction', 'john', 'banville', 'strafford', 'quirke', 'return', 'though', 'lesser', 'characters', 'almost', 'steal', 'show', 'yasmin', 'angoes', 'seems', 'thomas', 'amp', 'mercer', 'mystery', 'driven', 'regret', 'revenge', 'opens', 'montavious', 'brodie', 'former', 'police', 'detective', 'small', 'south', 'carolina', 'town', 'b', 'chars']",crime fiction john banville strafford quirke return though lesser character almost steal show yasmin angoes seems thomas amp mercer mystery driven regret revenge open montavious brodie former police detective small south carolina town b char
Four new films to see this week,"Tony Clayton-Lea, Tara Brady",The Irish Times,"Cillian Murphy in Small Things Like These and Hugh Grant in Heretic, plus Anora and Super/Man: The Christopher Reeve Story","Small Things Like These 
Directed by Tim Mielants. Starring Cillian Murphy, Eileen Walsh, Michelle Fairley, Emily Watson, Clare Dunne, Helen Behan, Zara Devlin. 12A cert, gen release, 99 min.
Adapt… [+3205 chars]",2024-11-03,https://www.irishtimes.com/culture/film/2024/11/03/four-new-films-to-see-this-week/,https://www.irishtimes.com/resizer/v2/XPIDRDSLXUXRWCQ5M25PCKZNVE.jpg?smart=true&auth=0fe5cb06457a2289becaae057fc9b261b157424cd2294fa7e4add7d45a6d2f2b&width=1200&height=630,four new films to see this week small things like these directed by tim mielants starring cillian murphy eileen walsh michelle fairley emily watson clare dunne helen behan zara devlin a cert gen release  min adapt  chars,"['four', 'new', 'films', 'see', 'week', 'small', 'things', 'like', 'directed', 'tim', 'mielants', 'starring', 'cillian', 'murphy', 'eileen', 'walsh', 'michelle', 'fairley', 'emily', 'watson', 'clare', 'dunne', 'helen', 'behan', 'zara', 'devlin', 'cert', 'gen', 'release', 'min', 'adapt', 'chars']",four new film see week small thing like directed tim mielants starring cillian murphy eileen walsh michelle fairley emily watson clare dunne helen behan zara devlin cert gen release min adapt char
Averil Power: ‘I had two babies who died in pregnancy. I think about them all the time’,Jen Hogan,The Irish Times,"Irish Cancer Society head on having 10 siblings from three different families, rebelling against her parents and loving a good debate","How agreeable are you?
I think Im pretty agreeable. Im definitely open to different ideas and I make an effort to understand where other people are coming from. I do love a good debate, though. Im a… [+4279 chars]",2024-11-03,https://www.irishtimes.com/life-style/people/2024/11/03/averil-power-i-had-two-babies-who-died-in-pregnancy-i-think-about-them-all-the-time/,https://www.irishtimes.com/resizer/v2/Y6TEI4K3JFFLVFV32FAA6LKITM.jpg?smart=true&auth=27c9ebb4326f186f8f777727f4b8449397fe0a7efafa25403b1052745f57c99d&width=1200&height=630,averil power i had two babies who died in pregnancy i think about them all the time how agreeable are you i think im pretty agreeable im definitely open to different ideas and i make an effort to understand where other people are coming from i do love a good debate though im a  chars,"['averil', 'power', 'two', 'babies', 'died', 'pregnancy', 'think', 'time', 'agreeable', 'think', 'im', 'pretty', 'agreeable', 'im', 'definitely', 'open', 'different', 'ideas', 'make', 'effort', 'understand', 'people', 'coming', 'love', 'good', 'debate', 'though', 'im', 'chars']",averil power two baby died pregnancy think time agreeable think im pretty agreeable im definitely open different idea make effort understand people coming love good debate though im char
