title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems
"Photos from ""The Third Saturday in October"" loss against Tennessee",Roll Tide Wire,USA Today,"The Alabama Crimson Tide and Tennessee Volunteers renewed their head-to-head rivalry once again Saturday afternoon in Knoxville, as the two programs met for the latest edition of ""The Third Saturday in October."" Taking place inside Neyland Stadium, t","Oct 19, 2024; Knoxville, Tennessee, USA; Alabama Crimson Tide wide receiver Ryan Williams (2) reacts after a play against the Tennessee Volunteers during the first quarter at Neyland Stadium. Mandato… [+4016 chars]",2024-10-20,https://rolltidewire.usatoday.com/gallery/alabama-football-tennessee-volunteers-photos-week-8-loss/,https://s.yimg.com/ny/api/res/1.2/05dbrkOh_OznHk8EyZrGzg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/roll_tide_wire_usa_today_articles_214/6724f2cb754c3c40ee634837dc75dfa9,photos from the third saturday in october loss against tennessee oct   knoxville tennessee usa alabama crimson tide wide receiver ryan williams  reacts after a play against the tennessee volunteers during the first quarter at neyland stadium mandato  chars,"['photos', 'third', 'saturday', 'october', 'loss', 'tennessee', 'oct', 'knoxville', 'tennessee', 'usa', 'alabama', 'crimson', 'tide', 'wide', 'receiver', 'ryan', 'williams', 'reacts', 'play', 'tennessee', 'volunteers', 'first', 'quarter', 'neyland', 'stadium', 'mandato', 'chars']",photo third saturday october loss tennessee oct knoxville tennessee usa alabama crimson tide wide receiver ryan williams reacts play tennessee volunteer first quarter neyland stadium mandato char
Social media reaction to Vols' victory over Alabama,Vols Wire,USA Today,"No. 10 Tennessee (6-1, 2-1 SEC) defeated No. 7 Alabama","Oct 19, 2024; Knoxville, Tennessee, USA; Tennessee Volunteers offensive lineman Gage Ginther (78) and offensive lineman William Satterwhite (50) celebrate with fans after a victory over the Alabama C… [+1244 chars]",2024-10-20,https://volswire.usatoday.com/lists/social-media-reaction-to-tennessee-vols-victory-over-alabama-crimson-tide/,https://s.yimg.com/ny/api/res/1.2/dXDnC2.z6Q1E8GxOec_9pQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/vols_wire_usa_today_articles_138/51e71e45996d01df4a503b23e1e641cd,social media reaction to vols victory over alabama oct   knoxville tennessee usa tennessee volunteers offensive lineman gage ginther  and offensive lineman william satterwhite  celebrate with fans after a victory over the alabama c  chars,"['social', 'media', 'reaction', 'vols', 'victory', 'alabama', 'oct', 'knoxville', 'tennessee', 'usa', 'tennessee', 'volunteers', 'offensive', 'lineman', 'gage', 'ginther', 'offensive', 'lineman', 'william', 'satterwhite', 'celebrate', 'fans', 'victory', 'alabama', 'c', 'chars']",social medium reaction vols victory alabama oct knoxville tennessee usa tennessee volunteer offensive lineman gage ginther offensive lineman william satterwhite celebrate fan victory alabama c char
"CFP bracket projection: Georgia back on top, welcome Indiana to the show",USA TODAY Sports,USA Today,"CFP bracket projection: Look who's back on top: Georgia dominates No.1 Texas, is the team to beat again","Matt Hayes' College Football Playoff bracket prediction.
1. Georgia: The best team in college football. All the Bulldogs need is motivation and doubt and anyone but Alabama on the other sideline.
2… [+2184 chars]",2024-10-20,https://www.usatoday.com/story/sports/ncaaf/2024/10/19/georgia-whips-texas-returns-to-top-of-cfp-bracket-projection-oregon-ohio-state-miami-tennessee-lsu/75760667007/,https://s.yimg.com/ny/api/res/1.2/6_3cNEqOsdlMyoszRjmdww--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/usa_today_sports_articles_558/367905ab8ea0c2bdb7f1a1999240d5e3,cfp bracket projection georgia back on top welcome indiana to the show matt hayes college football playoff bracket prediction  georgia the best team in college football all the bulldogs need is motivation and doubt and anyone but alabama on the other sideline   chars,"['cfp', 'bracket', 'projection', 'georgia', 'back', 'top', 'welcome', 'indiana', 'show', 'matt', 'hayes', 'college', 'football', 'playoff', 'bracket', 'prediction', 'georgia', 'best', 'team', 'college', 'football', 'bulldogs', 'need', 'motivation', 'doubt', 'anyone', 'alabama', 'sideline', 'chars']",cfp bracket projection georgia back top welcome indiana show matt hayes college football playoff bracket prediction georgia best team college football bulldog need motivation doubt anyone alabama sideline char
5 takeaways from Alabama's brutal 24-17 loss to rival Tennessee,Roll Tide Wire,USA Today,"The Tennessee Volunteers defeated the Alabama Crimson Tide, 24-17, on Saturday at Neyland Stadium to hand coach Kalen DeBoer's team their second loss of the season. Alabama dropped to 5-2 overall and just 2-2 in SEC play, while Tennessee improved to 6-1 (3-1 …","Oct 19, 2024; Knoxville, Tennessee, USA; Alabama Crimson Tide quarterback Jalen Milroe (4) scrambles against the Tennessee Volunteers during the second quarter at Neyland Stadium. Mandatory Credit: R… [+4015 chars]",2024-10-20,https://rolltidewire.usatoday.com/2024/10/19/alabama-football-tennessee-vols-brutal-loss-takeaways/,https://s.yimg.com/ny/api/res/1.2/cGHdtyqmFoQ6seiKlt9vqg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/roll_tide_wire_usa_today_articles_214/68f100047b85f26f68c45edba7aae3a4,takeaways from alabama is brutal   loss to rival tennessee oct   knoxville tennessee usa alabama crimson tide quarterback jalen milroe  scrambles against the tennessee volunteers during the second quarter at neyland stadium mandatory credit r  chars,"['takeaways', 'alabama', 'brutal', 'loss', 'rival', 'tennessee', 'oct', 'knoxville', 'tennessee', 'usa', 'alabama', 'crimson', 'tide', 'quarterback', 'jalen', 'milroe', 'scrambles', 'tennessee', 'volunteers', 'second', 'quarter', 'neyland', 'stadium', 'mandatory', 'credit', 'r', 'chars']",takeaway alabama brutal loss rival tennessee oct knoxville tennessee usa alabama crimson tide quarterback jalen milroe scramble tennessee volunteer second quarter neyland stadium mandatory credit r char
Instant reactions to No. 14 Texas A&M football team's win over Mississippi State,Aggies Wire,USA Today,"The Texas A&M football team returned from a bye this week with a conference road matchup at struggling Mississippi State, which was much closer than it should've been. The No. 14 Aggies","Oct 19, 2024; Starkville, Mississippi, USA; Texas A&amp;M Aggies quarterback Conner Weigman (15) runs the ball against Mississippi State Bulldogs cornerback Brice Pollock (14) during the third quarte… [+1792 chars]",2024-10-20,https://aggieswire.usatoday.com/2024/10/19/texas-aggies-football-instant-analysis-mississippi-state/,https://s.yimg.com/ny/api/res/1.2/SMprfpVTzI4hA1RCT_VjJw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/aggies_wire_usa_today_articles_632/873225572a412da5cd011a457b230e40,instant reactions to no  texas a m football team is win over mississippi state oct   starkville mississippi usa texas a amp m aggies quarterback conner weigman  runs the ball against mississippi state bulldogs cornerback brice pollock  during the third quarte  chars,"['instant', 'reactions', 'texas', 'football', 'team', 'win', 'mississippi', 'state', 'oct', 'starkville', 'mississippi', 'usa', 'texas', 'amp', 'aggies', 'quarterback', 'conner', 'weigman', 'runs', 'ball', 'mississippi', 'state', 'bulldogs', 'cornerback', 'brice', 'pollock', 'third', 'quarte', 'chars']",instant reaction texas football team win mississippi state oct starkville mississippi usa texas amp aggies quarterback conner weigman run ball mississippi state bulldog cornerback brice pollock third quarte char
Four Downs: The fall of Alabama didn't start with Kalen DeBoer. It began last season,USA TODAY Sports,USA Today,"Tennessee exposes more problems at Alabama, Miami's easy road to the CFP, and elite football at Indiana lead this week's Four Downs.","It was a wild and unpredictable Week 8 in college football. Matt Hayes analyzes four hot topics from Saturday's games.
First Down: The fall of Alabama
Lets look at this thing globally, instead of s… [+6271 chars]",2024-10-20,https://www.usatoday.com/story/sports/ncaaf/2024/10/19/alabama-fall-tennessee-kalen-deboer-nick-saban/75756134007/,https://s.yimg.com/ny/api/res/1.2/VSvC7PQG7i8v2mgQ5kn9GA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://media.zenfs.com/en/usa_today_sports_articles_558/89c49c364e879219c4406a1391485394,four downs the fall of alabama did not start with kalen deboer it began last season it was a wild and unpredictable week  in college football matt hayes analyzes four hot topics from saturday is games first down the fall of alabama lets look at this thing globally instead of s  chars,"['four', 'downs', 'fall', 'alabama', 'start', 'kalen', 'deboer', 'began', 'last', 'season', 'wild', 'unpredictable', 'week', 'college', 'football', 'matt', 'hayes', 'analyzes', 'four', 'hot', 'topics', 'saturday', 'games', 'first', 'fall', 'alabama', 'lets', 'look', 'thing', 'globally', 'instead', 'chars']",four down fall alabama start kalen deboer began last season wild unpredictable week college football matt hayes analyzes four hot topic saturday game first fall alabama let look thing globally instead char
Michigan State football upsets Iowa on Homecoming,Spartans Wire,USA Today,"It was a difficult stretch of the season the last month or so. But MSU came out of their bye week looking restored, and in a night that saw a long-standing Michigan State football record be broken, the Spartans were able to get the win on Homecoming over Iowa…","Michigan State's Montorie Foster Jr., left, celebrates his touchdown catch against Iowa during the third quarter on Saturday, Oct. 19, 2024, at Spartan Stadium in East Lansing.
It was a difficult st… [+1664 chars]",2024-10-20,https://spartanswire.usatoday.com/2024/10/19/michigan-state-football-upsets-iowa-on-homecoming/,https://s.yimg.com/ny/api/res/1.2/1gy6sba6u6Gvnkb.Kvbq1Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTk-/https://media.zenfs.com/en/spartans_wire_usa_today_articles_977/5c49e24449598e18f9e3c7f0dbadf503,michigan state football upsets iowa on homecoming michigan state is montorie foster jr left celebrates his touchdown catch against iowa during the third quarter on saturday oct   at spartan stadium in east lansing it was a difficult st  chars,"['michigan', 'state', 'football', 'upsets', 'iowa', 'homecoming', 'michigan', 'state', 'montorie', 'foster', 'jr', 'left', 'celebrates', 'touchdown', 'catch', 'iowa', 'third', 'quarter', 'saturday', 'oct', 'spartan', 'stadium', 'east', 'lansing', 'difficult', 'st', 'chars']",michigan state football upset iowa homecoming michigan state montorie foster jr left celebrates touchdown catch iowa third quarter saturday oct spartan stadium east lansing difficult st char
UCF’s Braeden Marshall drops football yard short of goal line after pick,Touchdown Wire,USA Today,An apparent pick-six for UCF almost wound up in disaster for the Knights,"UCF DB Braeden Marshall was on his way to the Knights’ second pick-six of the game against Iowa State on Saturday.
Marshall took off down the sideline was motoring 70 yards.
The only problem was Ma… [+192 chars]",2024-10-20,https://touchdownwire.usatoday.com/2024/10/19/ucfs-braeden-marshall-drops-football-yard-short-of-goal-line-after-pick/,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,ucf s braeden marshall drops football yard short of goal line after pick ucf db braeden marshall was on his way to the knights second pick six of the game against iowa state on saturday marshall took off down the sideline was motoring  yards the only problem was ma  chars,"['ucf', 'braeden', 'marshall', 'drops', 'football', 'yard', 'short', 'goal', 'line', 'pick', 'ucf', 'db', 'braeden', 'marshall', 'way', 'knights', 'second', 'pick', 'six', 'game', 'iowa', 'state', 'saturday', 'marshall', 'took', 'sideline', 'motoring', 'yards', 'problem', 'chars']",ucf braeden marshall drop football yard short goal line pick ucf db braeden marshall way knight second pick six game iowa state saturday marshall took sideline motoring yard problem char
PHOTOS - Best pics from Texas Longhorns humbling at hands of Georgia,Longhorns Wire,USA Today,"Very little went right for Texas Saturday night. By a slight edge, the Longhorns defense was better than the offense. But it didn't matter much. The defense nabbed two interceptions early in the first half. But the offense, stuck in park all day, couldn't tur…","AUSTIN, TEXAS - OCTOBER 19: Julian Humphrey #12 of the Georgia Bulldogs reacts after breaking up a pass during the fourth quarter against the Texas Longhorns at Darrell K Royal-Texas Memorial Stadium… [+6762 chars]",2024-10-20,https://longhornswire.usatoday.com/gallery/photos-best-pics-from-texas-longhorns-humbling-at-hands-of-georgia/,https://s.yimg.com/ny/api/res/1.2/Si0WUCUYjgL_6Tm7EExw0Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/longhorns_wire_usa_today_articles_557/42651f7a354ab450d15ee51de72227e9,photos best pics from texas longhorns humbling at hands of georgia austin texas october  julian humphrey  of the georgia bulldogs reacts after breaking up a pass during the fourth quarter against the texas longhorns at darrell k royal texas memorial stadium  chars,"['photos', 'best', 'pics', 'texas', 'longhorns', 'humbling', 'hands', 'georgia', 'austin', 'texas', 'october', 'julian', 'humphrey', 'georgia', 'bulldogs', 'reacts', 'breaking', 'pass', 'fourth', 'quarter', 'texas', 'longhorns', 'darrell', 'k', 'royal', 'texas', 'memorial', 'stadium', 'chars']",photo best pic texas longhorn humbling hand georgia austin texas october julian humphrey georgia bulldog reacts breaking pas fourth quarter texas longhorn darrell k royal texas memorial stadium char
"Good, bad and ugly from Florida's homecoming win over Kentucky",Gators Wire,USA Today,Homecoming for the Florida football program was punctuated with a 48-20 win over the Kentucky Wildcats inside Ben Hill Griffin Stadium on Saturday night. The Gators came in amped behind a raucous crowd and did not disappoint the loyal fans. Billy Napier's squ…,"Florida Gators quarterback DJ Lagway (2) stiff arms Kentucky Wildcats defensive back Kristian Story (4) during the first half at Ben Hill Griffin Stadium in Gainesville, FL on Saturday, October 19, 2… [+6991 chars]",2024-10-20,https://gatorswire.usatoday.com/2024/10/19/florida-football-kentucky-wildcats-recap-good-bad-ugly/,https://s.yimg.com/ny/api/res/1.2/SsTsmr9K.Whx0VVUb63C_A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05NDg-/https://media.zenfs.com/en/gators_wire_usa_today_articles_447/f4a5fcc3f5eacc3a76788fc8c0736df9,good bad and ugly from florida is homecoming win over kentucky florida gators quarterback dj lagway  stiff arms kentucky wildcats defensive back kristian story  during the first half at ben hill griffin stadium in gainesville fl on saturday october    chars,"['good', 'bad', 'ugly', 'florida', 'homecoming', 'win', 'kentucky', 'florida', 'gators', 'quarterback', 'dj', 'lagway', 'stiff', 'arms', 'kentucky', 'wildcats', 'defensive', 'back', 'kristian', 'story', 'first', 'half', 'ben', 'hill', 'griffin', 'stadium', 'gainesville', 'fl', 'saturday', 'october', 'chars']",good bad ugly florida homecoming win kentucky florida gator quarterback dj lagway stiff arm kentucky wildcat defensive back kristian story first half ben hill griffin stadium gainesville fl saturday october char
"Winners, losers from Georgia's big win at Texas",UGA Wire,USA Today,"The No. 4 Georgia Bulldogs earned their best win of the season with a 30-15 road victory over the No. 1 Texas Longhorns. At times, it felt like Georgia had to beat Texas and the officials, but the Dawgs were determined to get the win.","AUSTIN, TEXAS - OCTOBER 19: Trevor Etienne #1 of the Georgia Bulldogs dives for a touchdown during the second quarter against the Texas Longhorns at Darrell K Royal-Texas Memorial Stadium on October … [+3200 chars]",2024-10-20,https://ugawire.usatoday.com/2024/10/20/winners-losers-georgia-bulldogs-football-texas/,https://s.yimg.com/ny/api/res/1.2/h2_BZP8oRWX9.40JhWCwEw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/uga_wire_usa_today_articles_805/62be242f92ada73668766070b1dd4374,winners losers from georgia is big win at texas austin texas october  trevor etienne  of the georgia bulldogs dives for a touchdown during the second quarter against the texas longhorns at darrell k royal texas memorial stadium on october  chars,"['winners', 'losers', 'georgia', 'big', 'win', 'texas', 'austin', 'texas', 'october', 'trevor', 'etienne', 'georgia', 'bulldogs', 'dives', 'touchdown', 'second', 'quarter', 'texas', 'longhorns', 'darrell', 'k', 'royal', 'texas', 'memorial', 'stadium', 'october', 'chars']",winner loser georgia big win texas austin texas october trevor etienne georgia bulldog dive touchdown second quarter texas longhorn darrell k royal texas memorial stadium october char
Everything Georgia coach Kirby Smart said on field after dominating Texas,Longhorns Wire,USA Today,"After Texas beat the USC Trojans in the Rose Bowl to win the national title, Mack Brown and Vince Young both talked about how the team used disrespect as motivation. Disrespect from the media. Disrespect from ESPN, who","AUSTIN, TEXAS - OCTOBER 19: Head coach Kirby Smart of the Georgia Bulldogs reacts after defeating the Texas Longhorns 30-15 at Darrell K Royal-Texas Memorial Stadium on October 19, 2024 in Austin, Te… [+2304 chars]",2024-10-20,https://longhornswire.usatoday.com/2024/10/19/everything-georgia-kirby-smart-said-after-beating-texas/,https://s.yimg.com/ny/api/res/1.2/q1E_qLj4WLJshXKhhWk8kg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/longhorns_wire_usa_today_articles_557/6f5b3c58d8cfaa8d8eb803e86753ee89,everything georgia coach kirby smart said on field after dominating texas austin texas october  head coach kirby smart of the georgia bulldogs reacts after defeating the texas longhorns   at darrell k royal texas memorial stadium on october   in austin te  chars,"['everything', 'georgia', 'coach', 'kirby', 'smart', 'said', 'field', 'dominating', 'texas', 'austin', 'texas', 'october', 'head', 'coach', 'kirby', 'smart', 'georgia', 'bulldogs', 'reacts', 'defeating', 'texas', 'longhorns', 'darrell', 'k', 'royal', 'texas', 'memorial', 'stadium', 'october', 'austin', 'te', 'chars']",everything georgia coach kirby smart said field dominating texas austin texas october head coach kirby smart georgia bulldog reacts defeating texas longhorn darrell k royal texas memorial stadium october austin te char
"7 celebrities in attendance for Georgia-Texas, including Matthew McConaughey and Kevin Durant",Cory Woodroof,USA Today,The stars were out in full force for Georgia-Texas.,"Georgia-Texas is one of the biggest college football games of the year, and the celebrities were out in full force for Saturday night’s marquee matchup between the No. 5 Bulldogs and No. 1 Longhorns.… [+1527 chars]",2024-10-20,https://ftw.usatoday.com/2024/10/7-celebrities-in-attendance-for-georgia-texas-including-matthew-mcconaughey-and-kevin-durant,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/10/2178130402.jpg?w=1024&h=576&crop=1,celebrities in attendance for georgia texas including matthew mcconaughey and kevin durant georgia texas is one of the biggest college football games of the year and the celebrities were out in full force for saturday night s marquee matchup between the no  bulldogs and no  longhorns  chars,"['celebrities', 'attendance', 'georgia', 'texas', 'including', 'matthew', 'mcconaughey', 'kevin', 'durant', 'georgia', 'texas', 'one', 'biggest', 'college', 'football', 'games', 'year', 'celebrities', 'full', 'force', 'saturday', 'night', 'marquee', 'matchup', 'bulldogs', 'longhorns', 'chars']",celebrity attendance georgia texas including matthew mcconaughey kevin durant georgia texas one biggest college football game year celebrity full force saturday night marquee matchup bulldog longhorn char
Taylor Swift debuts new blue Speak Now dress on Night 2 of the Miami Eras tour,Caroline Darney,USA Today,This is the fifth new outfit Swift has worn through two shows in Miami.,"Taylor Swift was not done breaking out new outfits for her mega popular Eras Tour. On Friday night in Miami, Swift kicked off the final leg of the tour with four new outfits: A blue Fearless dress, a… [+670 chars]",2024-10-20,https://ftw.usatoday.com/2024/10/taylor-swift-new-blue-speak-now-dress-night-2-miami-eras-tour,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/07/GTY_2160628735-e1729386254184.jpg?w=1024&h=576&crop=1,taylor swift debuts new blue speak now dress on night  of the miami eras tour taylor swift was not done breaking out new outfits for her mega popular eras tour on friday night in miami swift kicked off the final leg of the tour with four new outfits a blue fearless dress a  chars,"['taylor', 'swift', 'debuts', 'new', 'blue', 'speak', 'dress', 'night', 'miami', 'eras', 'tour', 'taylor', 'swift', 'done', 'breaking', 'new', 'outfits', 'mega', 'popular', 'eras', 'tour', 'friday', 'night', 'miami', 'swift', 'kicked', 'final', 'leg', 'tour', 'four', 'new', 'outfits', 'blue', 'fearless', 'dress', 'chars']",taylor swift debut new blue speak dress night miami era tour taylor swift done breaking new outfit mega popular era tour friday night miami swift kicked final leg tour four new outfit blue fearless dress char
"Avalanche vs. Sharks October 20: Injured players, inactives, latest updates",Data Skrive,USA Today,"The San Jose Sharks (0-3-2) are keeping their eye on eight players on the injury report heading into a Sunday, October 20 game against the Colorado Avalanche (1-4) at SAP Center at San Jose, which …","The San Jose Sharks (0-3-2) are keeping their eye on eight players on the injury report heading into a Sunday, October 20 game against the Colorado Avalanche (1-4) at SAP Center at San Jose, which st… [+3384 chars]",2024-10-20,https://ftw.usatoday.com/article/avalanche-vs-sharks-october-20-injured-players-inactives-latest-updates,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/10/23253710-1.jpg?w=1024&h=576&crop=1,avalanche vs sharks october  injured players inactives latest updates the san jose sharks    are keeping their eye on eight players on the injury report heading into a sunday october  game against the colorado avalanche   at sap center at san jose which st  chars,"['avalanche', 'vs', 'sharks', 'october', 'injured', 'players', 'inactives', 'latest', 'updates', 'san', 'jose', 'sharks', 'keeping', 'eye', 'eight', 'players', 'injury', 'report', 'heading', 'sunday', 'october', 'game', 'colorado', 'avalanche', 'sap', 'center', 'san', 'jose', 'st', 'chars']",avalanche v shark october injured player inactives latest update san jose shark keeping eye eight player injury report heading sunday october game colorado avalanche sap center san jose st char
"Avalanche vs. Sharks: Live stream, TV info, time and more | October 20, 2024",Data Skrive,USA Today,"NHL action on Sunday includes a matchup in San Jose, California between the Colorado Avalanche (1-4) and San Jose Sharks (0-3-2) at SAP Center at San Jose, starting at 8:00 PM ET on ESPN+. The Aval…","NHL action on Sunday includes a matchup in San Jose, California between the Colorado Avalanche (1-4) and San Jose Sharks (0-3-2) at SAP Center at San Jose, starting at 8:00 PM ET on ESPN+. The Avalan… [+1847 chars]",2024-10-20,https://ftw.usatoday.com/article/avalanche-vs-sharks-live-stream-tv-info-time-and-more-october-20-2024,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/10/24524856.jpg?w=1024&h=576&crop=1,avalanche vs sharks live stream tv info time and more october   nhl action on sunday includes a matchup in san jose california between the colorado avalanche   and san jose sharks    at sap center at san jose starting at   pm et on espn the avalan  chars,"['avalanche', 'vs', 'sharks', 'live', 'stream', 'tv', 'info', 'time', 'october', 'nhl', 'action', 'sunday', 'includes', 'matchup', 'san', 'jose', 'california', 'colorado', 'avalanche', 'san', 'jose', 'sharks', 'sap', 'center', 'san', 'jose', 'starting', 'pm', 'et', 'espn', 'avalan', 'chars']",avalanche v shark live stream tv info time october nhl action sunday includes matchup san jose california colorado avalanche san jose shark sap center san jose starting pm et espn avalan char
Deion Sanders laughs last after Barack Obama's jab about Colorado having 'a couple good players',Michelle R. Martinelli,USA Today,Deion Sanders responded to Barack Obama's comments about Colorado's roster.,"The Colorado Buffaloes are a good football team that’s handling its first season in the Big 12 fairly well, but just about every college football fan knows the Buffs have two big-time stars and futur… [+1735 chars]",2024-10-20,https://ftw.usatoday.com/2024/10/deion-sanders-barack-obama-colorado-arizona-couple-good-players,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/10/GTY-2179648541.jpg?w=1024&h=576&crop=1,deion sanders laughs last after barack obama is jab about colorado having a couple good players the colorado buffaloes are a good football team that s handling its first season in the big  fairly well but just about every college football fan knows the buffs have two big time stars and futur  chars,"['deion', 'sanders', 'laughs', 'last', 'barack', 'obama', 'jab', 'colorado', 'couple', 'good', 'players', 'colorado', 'buffaloes', 'good', 'football', 'team', 'handling', 'first', 'season', 'big', 'fairly', 'well', 'every', 'college', 'football', 'fan', 'knows', 'buffs', 'two', 'big', 'time', 'stars', 'futur', 'chars']",deion sander laugh last barack obama jab colorado couple good player colorado buffalo good football team handling first season big fairly well every college football fan know buff two big time star futur char
Arizona State's Kenny Dillingham apologizes for calling for kicking tryouts after Cincinnati loss,Mitchell Northam,USA Today,Ouch. Kenny Dillingham not-so-subtly threw his kicker under the bus after losing to Cincinnati.,"Arizona State lost Saturday to Cincinnati, 24-14. Afterwards, Sun Devils coach Kenny Dillingham not so subtly pointed a finger at his kicker never mind the fact that if two missed field goals had bee… [+1519 chars]",2024-10-20,https://ftw.usatoday.com/2024/10/arizona-state-kenny-dillingham-kicker-tryouts-cincinnati-football,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/10/2170764469.jpg?w=1024&h=576&crop=1,arizona state is kenny dillingham apologizes for calling for kicking tryouts after cincinnati loss arizona state lost saturday to cincinnati   afterwards sun devils coach kenny dillingham not so subtly pointed a finger at his kicker never mind the fact that if two missed field goals had bee  chars,"['arizona', 'state', 'kenny', 'dillingham', 'apologizes', 'calling', 'kicking', 'tryouts', 'cincinnati', 'loss', 'arizona', 'state', 'lost', 'saturday', 'cincinnati', 'afterwards', 'sun', 'devils', 'coach', 'kenny', 'dillingham', 'subtly', 'pointed', 'finger', 'kicker', 'never', 'mind', 'fact', 'two', 'missed', 'field', 'goals', 'bee', 'chars']",arizona state kenny dillingham apologizes calling kicking tryout cincinnati loss arizona state lost saturday cincinnati afterwards sun devil coach kenny dillingham subtly pointed finger kicker never mind fact two missed field goal bee char
"How to Watch Dominic Stephan Stricker vs. Tallon Griekspoor at the 2024 Swiss Indoors Basel: Live Stream, TV Channel",Data Skrive,USA Today,"In the Swiss Indoors Basel Round of 32 on Monday, No. 317-ranked Dominic Stephan Stricker takes on No. 37 Tallon Griekspoor.In his most recent time out, Stricker fell to Francisco Comesana 6-4, 3-6…","In the Swiss Indoors Basel Round of 32 on Monday, No. 317-ranked Dominic Stephan Stricker takes on No. 37 Tallon Griekspoor.
In his most recent time out, Stricker fell to Francisco Comesana 6-4, 3-6… [+2389 chars]",2024-10-20,https://ftw.usatoday.com/article/how-to-watch-dominic-stephan-stricker-vs-tallon-griekspoor-at-the-2024-swiss-indoors-basel-live-stream-tv-channel,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/10/10272614-48.jpg?w=1024&h=576&crop=1,how to watch dominic stephan stricker vs tallon griekspoor at the  swiss indoors basel live stream tv channel in the swiss indoors basel round of  on monday no  ranked dominic stephan stricker takes on no  tallon griekspoor in his most recent time out stricker fell to francisco comesana      chars,"['watch', 'dominic', 'stephan', 'stricker', 'vs', 'tallon', 'griekspoor', 'swiss', 'indoors', 'basel', 'live', 'stream', 'tv', 'channel', 'swiss', 'indoors', 'basel', 'round', 'monday', 'ranked', 'dominic', 'stephan', 'stricker', 'takes', 'tallon', 'griekspoor', 'recent', 'time', 'stricker', 'fell', 'francisco', 'comesana', 'chars']",watch dominic stephan stricker v tallon griekspoor swiss indoors basel live stream tv channel swiss indoors basel round monday ranked dominic stephan stricker take tallon griekspoor recent time stricker fell francisco comesana char
Pete Alonso Player Props: Mets vs. Dodgers - NLCS Game 6,Data Skrive,USA Today,"The New York Mets, with Pete Alonso, square off versus the Los Angeles Dodgers on Sunday at 8:08 PM ET. The teams will take the field for Game 6 of the NLCS. The Dodgers have a 3-2 series lead.Find…","The New York Mets, with Pete Alonso, square off versus the Los Angeles Dodgers on Sunday at 8:08 PM ET. The teams will take the field for Game 6 of the NLCS. The Dodgers have a 3-2 series lead.
Find… [+4285 chars]",2024-10-20,https://ftw.usatoday.com/article/pete-alonso-player-props-mets-vs-dodgers-nlcs-game-6,https://ftw.usatoday.com/wp-content/uploads/sites/90/2024/10/24527978.jpg?w=1024&h=576&crop=1,pete alonso player props mets vs dodgers nlcs game  the new york mets with pete alonso square off versus the los angeles dodgers on sunday at   pm et the teams will take the field for game  of the nlcs the dodgers have a   series lead find  chars,"['pete', 'alonso', 'player', 'props', 'mets', 'vs', 'dodgers', 'nlcs', 'game', 'new', 'york', 'mets', 'pete', 'alonso', 'square', 'versus', 'los', 'angeles', 'dodgers', 'sunday', 'pm', 'et', 'teams', 'take', 'field', 'game', 'nlcs', 'dodgers', 'series', 'lead', 'find', 'chars']",pete alonso player prop mets v dodger nlcs game new york mets pete alonso square versus los angeles dodger sunday pm et team take field game nlcs dodger series lead find char
